seed,best_epoch,best_train_rmse,best_val_rmse,best_val_mae,generalization_gap,test_loss,test_rmse,test_mae,test_mape,test_within_half_point,test_halfstep_accuracy
3407,34,0.4114979388164171,0.42296278817731303,0.31582339291502104,0.011464849360895923,0.5306760621775547,0.4421290788917502,0.33765686028109393,10.315203063448545,0.8817733990147784,0.29064039408866993
2026,34,0.4059733099118631,0.42747055099118897,0.32843194923964625,0.02149724107932588,0.5479537696380333,0.4479270598342067,0.34806659480033836,10.567777495883009,0.8866995073891626,0.28078817733990147
777,35,0.40661494197415254,0.4297478203080059,0.32263400401975134,0.023132878333853357,0.5432504643066763,0.44852353758448354,0.34646379360424473,10.62733936854305,0.8768472906403941,0.3054187192118227
42,30,0.41804035236730647,0.4348762655314451,0.3362565557357713,0.016835913164138627,0.557768047002736,0.45455626613983197,0.35490204724184987,10.82953868722859,0.8866995073891626,0.28078817733990147
124,35,0.42207523414656695,0.44742452902604624,0.3425963324279033,0.02534929487947929,0.5568676598259968,0.45740125176100654,0.35355420359249773,10.872988764020292,0.8817733990147784,0.28078817733990147
