alpha,val_rmse,val_mae
50,0.5303646149860106,0.4264976359528068
30,0.5318740192175585,0.4305354256407154
100,0.5333639270718812,0.4239230458608081
150,0.5368528576250956,0.4247551034183914
300,0.5430697001933662,0.43107693101399847
10,0.54609237140584,0.44206997192278996
3,0.5767511478757915,0.4667660876480421
