trial_id,objective_score,best_val_rmse,best_val_mae,best_train_rmse,best_train_mae,generalization_gap,best_epoch,batch_size,learning_rate,weight_decay,hidden_layers,dropout,loss_name,norm_name,activation_name,text_max_features,text_min_df,text_svd_components,category_min_count
88,0.058096809945730646,0.058096809945730646,0.03934295658994778,0.05694224162821841,0.03815506003441096,0.0011545683175122334,34,96,6e-05,0.00015,"[128, 64, 32, 16]",0.12,huber,layernorm,silu,3000,3,40,12
74,0.05944523785748386,0.05944523785748386,0.020957495191414367,0.0692204243597123,0.027896942181092316,-0.009775186502228445,1,64,5e-05,0.00015,"[128, 64, 32, 16, 8]",0.15,huber,layernorm,silu,3000,3,32,12
157,0.059453395845781735,0.059453395845781735,0.043771075497707125,0.059204280380679604,0.04496680197645059,0.00024911546510213156,34,64,4e-05,0.00015,"[128, 64, 32, 16]",0.1,huber,layernorm,silu,3000,3,32,16
122,0.06110955696542437,0.06110955696542437,0.034408713796455874,0.0552823956774707,0.030788234666701792,0.005827161287953665,31,64,4e-05,0.0002,"[96, 48]",0.12,huber,layernorm,silu,3000,3,32,10
42,0.0625607299293485,0.0625607299293485,0.027908656984714453,0.06925766920469356,0.03447626744699243,-0.006696939275345065,26,64,5.5e-05,7e-05,"[96, 48]",0.15,huber,layernorm,silu,3000,3,32,16
7,0.06322406794539745,0.06322406794539745,0.041640025641530604,0.061295811895862744,0.04075582200259314,0.001928256049534706,32,64,5e-05,7e-05,"[128, 64, 32, 16]",0.18,huber,layernorm,silu,3000,3,32,16
159,0.06335210046720828,0.06335210046720828,0.03166889146043749,0.05630374323988536,0.028161315980813846,0.0070483572273229225,34,64,5e-05,7e-05,"[128, 64]",0.18,huber,layernorm,silu,3000,3,40,16
178,0.06381898625901498,0.06381898625901498,0.03810521828129961,0.059562634276175114,0.033195357935432546,0.0042563519828398705,34,96,6e-05,0.0002,"[128, 64]",0.15,huber,layernorm,silu,3000,3,40,16
171,0.06648675643168052,0.06648675643168052,0.03659770465249498,0.0620395029386351,0.035010164416405865,0.004447253493045422,35,96,6.5e-05,7e-05,"[128, 64]",0.1,huber,layernorm,silu,3000,3,32,12
23,0.06716646405224422,0.06716646405224422,0.023801861138179385,0.05929024737822748,0.02618260104730848,0.007876216674016737,35,96,3e-05,0.00015,"[128, 64, 32, 16]",0.12,huber,layernorm,silu,3000,3,48,16
119,0.06982935508604451,0.06982935508604451,0.037621247944573465,0.06899997943778438,0.034725720446427924,0.0008293756482601333,35,96,4e-05,0.0001,"[96, 48]",0.1,huber,layernorm,silu,3000,3,32,12
154,0.0710583726538984,0.0710583726538984,0.015969762661186934,0.10656103277213043,0.02557752434857791,-0.03550266011823203,1,96,6.5e-05,0.0001,"[128, 64, 32, 16, 8]",0.15,huber,layernorm,silu,3000,3,48,12
137,0.07127253891070912,0.07127253891070912,0.04071359211588141,0.0729023081029045,0.04565145195610637,-0.0016297691921953877,26,96,5e-05,0.0002,"[128, 64, 32, 16]",0.1,huber,layernorm,silu,3000,3,32,16
96,0.07184492060824305,0.07184492060824305,0.0368628296358832,0.06478436366359955,0.028150341263320142,0.007060556944643498,35,96,2e-05,0.00015,"[128, 64, 32, 16, 8]",0.18,huber,layernorm,silu,3000,3,48,12
174,0.07247140481271101,0.07247140481271101,0.02896809166875379,0.07572291450921004,0.033302855059578154,-0.0032515096964990248,35,96,3e-05,7e-05,"[128, 64, 32]",0.18,huber,layernorm,silu,3000,3,48,16
84,0.0725609176431571,0.0725609176431571,0.036624068697097854,0.06509718266300721,0.02989406562126449,0.0074637349801498915,31,96,5.5e-05,0.0002,"[96, 48]",0.15,huber,layernorm,silu,3000,3,48,10
80,0.07259629476385561,0.07259629476385561,0.04122097797581715,0.07170124275216762,0.03479540014188411,0.0008950520116879912,21,64,6e-05,0.0002,"[96, 48]",0.15,huber,layernorm,silu,3000,3,32,10
77,0.07282133132334773,0.0721046982136754,0.03039495874508261,0.058521532665313826,0.02370570931442487,0.01358316554836158,35,64,2e-05,7e-05,"[128, 64, 32]",0.18,huber,layernorm,silu,3000,3,40,16
89,0.0731315705745772,0.0731315705745772,0.03477021038825876,0.06681247133285281,0.03186286183126283,0.006319099241724385,24,96,5.5e-05,7e-05,"[128, 64]",0.1,huber,layernorm,silu,3000,3,40,12
125,0.0745307875560489,0.0745307875560489,0.043761787743403995,0.07318646198265001,0.03987571749302268,0.0013443255733988912,35,64,3e-05,7e-05,"[128, 64, 32, 16]",0.1,huber,layernorm,silu,3000,3,48,12
155,0.07499067833987955,0.0734719017197098,0.040599207572749096,0.055878018618861026,0.031005672607233338,0.01759388310084877,31,96,5e-05,0.00015,"[128, 64]",0.12,huber,layernorm,silu,3000,3,40,16
62,0.07503140829309825,0.07503140829309825,0.015564505689837076,0.07495263863552028,0.01457575930794931,7.876965757797061e-05,1,64,5e-05,7e-05,"[96, 48]",0.15,huber,layernorm,silu,3000,3,40,16
61,0.07915490175235522,0.07915490175235522,0.04282278967608372,0.0751698726259858,0.03908212180978187,0.003985029126369416,33,96,6e-05,0.0001,"[96, 48]",0.18,huber,layernorm,silu,3000,3,48,16
146,0.07919794417072619,0.07919794417072619,0.05598140232668722,0.08920577855505481,0.05742038553197066,-0.010007834384328618,32,96,6e-05,0.0001,"[128, 64, 32, 16]",0.15,huber,layernorm,silu,3000,3,32,10
51,0.0807850566659277,0.0807850566659277,0.037805716979679806,0.07288502279831902,0.036126413887375856,0.00790003386760868,35,96,5e-05,0.0002,"[96, 48]",0.18,huber,layernorm,silu,3000,3,48,10
20,0.08123141779497833,0.07714387113513783,0.026856183418499425,0.04670613783593535,0.02138951916671074,0.030437733299202484,35,64,5.5e-05,7e-05,"[96, 48]",0.18,huber,layernorm,silu,3000,3,40,10
56,0.08206622535313864,0.08101753053656939,0.048628860506518136,0.06577405645372315,0.04179961068626291,0.015243474082846237,35,64,6.5e-05,0.0002,"[128, 64]",0.18,huber,layernorm,silu,3000,3,40,12
50,0.08224483527295741,0.08224483527295741,0.04212020770669571,0.07328249436406391,0.03533878475673116,0.008962340908893501,35,96,3e-05,0.0002,"[128, 64, 32, 16, 8]",0.1,huber,layernorm,silu,3000,3,48,10
